0
Diameter:	   5.00
   1.00
Area:	  19.6350
GaugeLength:	  50.00
2016-4-13
1020
001
DataNumber:	4830
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
  540	  5.8840	  0.8780	   1.767	 108.195
  541	  5.8880	  0.8800	   1.771	 108.395
  542	  5.8940	  0.8840	   1.774	 108.595
  543	  5.8980	  0.8860	   1.777	 108.795
  544	  5.9040	  0.8880	   1.781	 108.995
  545	  5.9100	  0.8900	   1.784	 109.195
  546	  5.9140	  0.8920	   1.787	 109.395
  547	  5.9200	  0.8940	   1.790	 109.595
  548	  5.9240	  0.8960	   1.794	 109.795
  549	  5.9300	  0.8980	   1.798	 109.995
  550	  5.9360	  0.9000	   1.800	 110.195
  551	  5.9400	  0.9040	   1.804	 110.395
  552	  5.9440	  0.9060	   1.808	 110.595
  553	  5.9500	  0.9080	   1.810	 110.795
  554	  5.9560	  0.9100	   1.814	 110.995
  555	  5.9600	  0.9120	   1.816	 111.195
  556	  5.9660	  0.9140	   1.820	 111.395
  557	  5.9700	  0.9160	   1.824	 111.595
  558	  5.9760	  0.9180	   1.826	 111.795
  559	  5.9800	  0.9200	   1.830	 111.995
  560	  5.9840	  0.9220	   1.834	 112.195
  561	  5.9900	  0.9260	   1.836	 112.395
  562	  5.9940	  0.9280	   1.840	 112.595
  563	  6.0000	  0.9300	   1.842	 112.795
  564	  6.0040	  0.9320	   1.846	 112.995
  565	  6.0080	  0.9340	   1.850	 113.195
  566	  6.0120	  0.9360	   1.852	 113.395
  567	  6.0180	  0.9380	   1.856	 113.595
  568	  6.0240	  0.9400	   1.859	 113.795
  569	  6.0280	  0.9420	   1.862	 113.995
  570	  6.0340	  0.9440	   1.866	 114.195
  571	  6.0380	  0.9480	   1.869	 114.395
  572	  6.0440	  0.9500	   1.872	 114.595
  573	  6.0480	  0.9520	   1.875	 114.795
  574	  6.0520	  0.9540	   1.879	 114.995
  575	  6.0560	  0.9560	   1.882	 115.195
  576	  6.0620	  0.9580	   1.885	 115.395
  577	  6.0660	  0.9600	   1.889	 115.595
  578	  6.0720	  0.9620	   1.891	 115.795
  579	  6.0760	  0.9640	   1.895	 115.995
  580	  6.0800	  0.9660	   1.899	 116.195
  581	  6.0860	  0.9680	   1.901	 116.395
  582	  6.0900	  0.9720	   1.905	 116.595
  583	  6.0940	  0.9740	   1.907	 116.795
  584	  6.0980	  0.9760	   1.911	 116.995
  585	  6.1020	  0.9780	   1.914	 117.195
  586	  6.1080	  0.9800	   1.917	 117.395
  587	  6.1140	  0.9820	   1.921	 117.595
  588	  6.1180	  0.9840	   1.924	 117.795
  589	  6.1220	  0.9860	   1.928	 117.995
  590	  6.1280	  0.9880	   1.930	 118.195
  591	  6.1320	  0.9920	   1.934	 118.395
  592	  6.1360	  0.9940	   1.938	 118.595
  593	  6.1420	  0.9960	   1.940	 118.795
  594	  6.1460	  0.9980	   1.944	 118.995
  595	  6.1500	  1.0000	   1.947	 119.195
  596	  6.1560	  1.0020	   1.950	 119.395
  597	  6.1600	  1.0040	   1.954	 119.595
  598	  6.1660	  1.0060	   1.956	 119.795
  599	  6.1700	  1.0080	   1.960	 119.995
  600	  6.1740	  1.0100	   1.962	 120.195
  601	  6.1780	  1.0140	   1.966	 120.395
  602	  6.1840	  1.0140	   1.970	 120.595
  603	  6.1880	  1.0180	   1.972	 120.795
  604	  6.1920	  1.0200	   1.976	 120.995
  605	  6.1960	  1.0200	   1.979	 121.195
  606	  6.2000	  1.0240	   1.982	 121.395
  607	  6.2060	  1.0260	   1.985	 121.595
  608	  6.2100	  1.0280	   1.989	 121.795
  609	  6.2140	  1.0300	   1.991	 121.995
  610	  6.2180	  1.0320	   1.995	 122.195
  611	  6.2240	  1.0340	   1.999	 122.395
  612	  6.2260	  1.0360	   2.001	 122.595
  613	  6.2300	  1.0380	   2.005	 122.795
  614	  6.2340	  1.0420	   2.007	 122.995
  615	  6.2380	  1.0440	   2.011	 123.195
  616	  6.2440	  1.0460	   2.014	 123.395
  617	  6.2480	  1.0480	   2.017	 123.595
  618	  6.2520	  1.0500	   2.020	 123.795
  619	  6.2580	  1.0520	   2.024	 123.995
  620	  6.2620	  1.0540	   2.027	 124.195
  621	  6.2660	  1.0560	   2.030	 124.395
  622	  6.2700	  1.0580	   2.034	 124.595
  623	  6.2740	  1.0620	   2.036	 124.795
  624	  6.2800	  1.0640	   2.040	 124.995
  625	  6.2820	  1.0660	   2.044	 125.195
  626	  6.2860	  1.0680	   2.046	 125.395
  627	  6.2920	  1.0700	   2.050	 125.595
  628	  6.2960	  1.0720	   2.053	 125.795
  629	  6.3000	  1.0740	   2.056	 125.995
  630	  6.3060	  1.0760	   2.059	 126.195
  631	  6.3100	  1.0780	   2.062	 126.395
  632	  6.3140	  1.0800	   2.065	 126.595
  633	  6.3180	  1.0820	   2.069	 126.795
  634	  6.3220	  1.0860	   2.072	 126.995
  635	  6.3260	  1.0880	   2.075	 127.195
  636	  6.3300	  1.0900	   2.079	 127.395
  637	  6.3340	  1.0920	   2.081	 127.595
  638	  6.3400	  1.0940	   2.085	 127.795
  639	  6.3440	  1.0960	   2.087	 127.995
  640	  6.3480	  1.0980	   2.091	 128.195
  641	  6.3520	  1.1000	   2.094	 128.395
  642	  6.3560	  1.1020	   2.097	 128.595
  643	  6.3600	  1.1040	   2.101	 128.795
  644	  6.3640	  1.1060	   2.104	 128.995
  645	  6.3680	  1.1080	   2.107	 129.195
  646	  6.3740	  1.1100	   2.110	 129.395
  647	  6.3780	  1.1140	   2.114	 129.595
  648	  6.3820	  1.1160	   2.116	 129.795
  649	  6.3860	  1.1180	   2.120	 129.995
  650	  6.3920	  1.1200	   2.124	 130.195
  651	  6.3960	  1.1220	   2.126	 130.395
  652	  6.4000	  1.1240	   2.130	 130.595
  653	  6.4040	  1.1260	   2.132	 130.795
  654	  6.4080	  1.1280	   2.136	 130.995
  655	  6.4120	  1.1300	   2.139	 131.195
  656	  6.4160	  1.1340	   2.142	 131.395
  657	  6.4200	  1.1360	   2.145	 131.595
  658	  6.4240	  1.1380	   2.149	 131.795
  659	  6.4280	  1.1400	   2.152	 131.995
  660	  6.4320	  1.1420	   2.155	 132.195
  661	  6.4360	  1.1440	   2.159	 132.395
  662	  6.4400	  1.1460	   2.161	 132.595
  663	  6.4460	  1.1480	   2.165	 132.795
  664	  6.4500	  1.1500	   2.168	 132.995
  665	  6.4520	  1.1520	   2.171	 133.195
  666	  6.4560	  1.1540	   2.175	 133.395
  667	  6.4620	  1.1580	   2.178	 133.595
  668	  6.4660	  1.1600	   2.181	 133.795
  669	  6.4700	  1.1620	   2.184	 133.995
  670	  6.4740	  1.1640	   2.188	 134.195
  671	  6.4780	  1.1660	   2.190	 134.395
  672	  6.4840	  1.1680	   2.194	 134.595
  673	  6.4860	  1.1700	   2.197	 134.795
  674	  6.4920	  1.1720	   2.200	 134.995
  675	  6.4960	  1.1740	   2.204	 135.195
  676	  6.5000	  1.1760	   2.207	 135.395
  677	  6.5020	  1.1780	   2.210	 135.595
  678	  6.5060	  1.1800	   2.214	 135.795
  679	  6.5100	  1.1840	   2.217	 135.995
  680	  6.5160	  1.1860	   2.220	 136.195
  681	  6.5200	  1.1880	   2.224	 136.395
  682	  6.5240	  1.1900	   2.226	 136.595
  683	  6.5280	  1.1920	   2.230	 136.795
  684	  6.5320	  1.1940	   2.232	 136.995
  685	  6.5360	  1.1960	   2.236	 137.195
  686	  6.5400	  1.1980	   2.239	 137.395
  687	  6.5420	  1.2000	   2.243	 137.595
  688	  6.5460	  1.2040	   2.245	 137.795
  689	  6.5500	  1.2060	   2.249	 137.995
  690	  6.5560	  1.2080	   2.251	 138.195
  691	  6.5600	  1.2100	   2.255	 138.395
  692	  6.5620	  1.2120	   2.259	 138.595
  693	  6.5680	  1.2140	   2.261	 138.795
  694	  6.5720	  1.2160	   2.264	 138.995
  695	  6.5760	  1.2180	   2.267	 139.195
  696	  6.5800	  1.2220	   2.270	 139.395
  697	  6.5840	  1.2220	   2.274	 139.595
  698	  6.5880	  1.2260	   2.277	 139.795
  699	  6.5920	  1.2280	   2.280	 139.995
  700	  6.5960	  1.2300	   2.284	 140.195
  701	  6.6000	  1.2320	   2.286	 140.395
  702	  6.6040	  1.2340	   2.290	 140.595
  703	  6.6080	  1.2360	   2.293	 140.795
  704	  6.6120	  1.2380	   2.296	 140.995
  705	  6.6160	  1.2400	   2.299	 141.195
  706	  6.6180	  1.2420	   2.303	 141.395
  707	  6.6240	  1.2440	   2.305	 141.595
  708	  6.6280	  1.2460	   2.309	 141.795
  709	  6.6320	  1.2500	   2.311	 141.995
  710	  6.6360	  1.2520	   2.315	 142.195
  711	  6.6400	  1.2540	   2.317	 142.395
  712	  6.6420	  1.2560	   2.321	 142.595
  713	  6.6460	  1.2580	   2.324	 142.795
  714	  6.6500	  1.2600	   2.327	 142.995
  715	  6.6540	  1.2620	   2.330	 143.195
  716	  6.6580	  1.2640	   2.334	 143.395
  717	  6.6620	  1.2660	   2.336	 143.595
  718	  6.6660	  1.2680	   2.340	 143.795
  719	  6.6700	  1.2700	   2.342	 143.995
  720	  6.6740	  1.2740	   2.346	 144.195
  721	  6.6780	  1.2760	   2.349	 144.395
  722	  6.6820	  1.2780	   2.352	 144.595
  723	  6.6860	  1.2800	   2.355	 144.795
  724	  6.6900	  1.2820	   2.359	 144.995
  725	  6.6920	  1.2840	   2.361	 145.195
  726	  6.6960	  1.2860	   2.365	 145.395
  727	  6.7000	  1.2880	   2.367	 145.595
  728	  6.7060	  1.2900	   2.371	 145.795
  729	  6.7100	  1.2920	   2.374	 145.995
  730	  6.7120	  1.2940	   2.378	 146.195
  731	  6.7160	  1.2980	   2.380	 146.395
  732	  6.7200	  1.3000	   2.384	 146.595
  733	  6.7240	  1.3020	   2.386	 146.795
  734	  6.7280	  1.3040	   2.390	 146.995
  735	  6.7320	  1.3060	   2.392	 147.195
  736	  6.7360	  1.3080	   2.396	 147.395
  737	  6.7400	  1.3100	   2.399	 147.595
  738	  6.7420	  1.3120	   2.402	 147.795
  739	  6.7460	  1.3140	   2.405	 147.995
  740	  6.7500	  1.3160	   2.409	 148.195
  741	  6.7540	  1.3200	   2.411	 148.395
  742	  6.7580	  1.3220	   2.415	 148.595
  743	  6.7620	  1.3240	   2.418	 148.795
  744	  6.7660	  1.3260	   2.421	 148.995
  745	  6.7700	  1.3280	   2.424	 149.195
  746	  6.7740	  1.3300	   2.428	 149.395
  747	  6.7760	  1.3320	   2.430	 149.595
  748	  6.7800	  1.3340	   2.434	 149.795
  749	  6.7840	  1.3380	   2.436	 149.995
  750	  6.7880	  1.3400	   2.440	 150.195
  751	  6.7920	  1.3420	   2.442	 150.395
  752	  6.7960	  1.3440	   2.446	 150.595
  753	  6.8000	  1.3460	   2.449	 150.795
  754	  6.8040	  1.3480	   2.452	 150.995
  755	  6.8080	  1.3500	   2.455	 151.195
  756	  6.8100	  1.3520	   2.459	 151.395
  757	  6.8140	  1.3540	   2.461	 151.595
  758	  6.8180	  1.3560	   2.465	 151.795
  759	  6.8220	  1.3580	   2.467	 151.995
  760	  6.8260	  1.3600	   2.471	 152.195
  761	  6.8300	  1.3640	   2.474	 152.395
  762	  6.8340	  1.3660	   2.477	 152.595
  763	  6.8380	  1.3680	   2.481	 152.795
  764	  6.8420	  1.3700	   2.484	 152.995
  765	  6.8460	  1.3720	   2.487	 153.195
  766	  6.8480	  1.3740	   2.490	 153.395
  767	  6.8520	  1.3760	   2.494	 153.595
  768	  6.8540	  1.3800	   2.496	 153.795
  769	  6.8600	  1.3820	   2.500	 153.995
  770	  6.8620	  1.3820	   2.503	 154.195
  771	  6.8660	  1.3860	   2.506	 154.395
  772	  6.8700	  1.3880	   2.509	 154.595
  773	  6.8740	  1.3900	   2.513	 154.795
  774	  6.8780	  1.3920	   2.515	 154.995
  775	  6.8800	  1.3940	   2.519	 155.195
  776	  6.8860	  1.3960	   2.521	 155.395
  777	  6.8880	  1.4000	   2.525	 155.595
  778	  6.8920	  1.4020	   2.527	 155.795
  779	  6.8960	  1.4040	   2.531	 155.995
  780	  6.9000	  1.4060	   2.534	 156.195
  781	  6.9040	  1.4080	   2.537	 156.395
  782	  6.9080	  1.4120	   2.540	 156.595
  783	  6.9100	  1.4140	   2.544	 156.795
  784	  6.9140	  1.4160	   2.546	 156.995
  785	  6.9180	  1.4180	   2.550	 157.195
  786	  6.9220	  1.4200	   2.553	 157.395
  787	  6.9260	  1.4220	   2.556	 157.595
  788	  6.9300	  1.4240	   2.559	 157.795
  789	  6.9340	  1.4260	   2.562	 157.995
  790	  6.9380	  1.4300	   2.565	 158.195
  791	  6.9400	  1.4320	   2.569	 158.395
  792	  6.9440	  1.4340	   2.571	 158.595
  793	  6.9480	  1.4360	   2.575	 158.795
  794	  6.9520	  1.4380	   2.577	 158.995
  795	  6.9560	  1.4400	   2.581	 159.195
  796	  6.9600	  1.4420	   2.584	 159.395
  797	  6.9640	  1.4440	   2.587	 159.595
  798	  6.9680	  1.4480	   2.590	 159.795
  799	  6.9720	  1.4500	   2.594	 159.995
  800	  6.9740	  1.4520	   2.597	 160.195
  801	  6.9780	  1.4540	   2.600	 160.395
  802	  6.9820	  1.4560	   2.602	 160.595
  803	  6.9860	  1.4580	   2.606	 160.795
  804	  6.9880	  1.4600	   2.609	 160.995
  805	  6.9920	  1.4640	   2.612	 161.195
  806	  6.9960	  1.4660	   2.615	 161.395
  807	  6.9980	  1.4680	   2.619	 161.595
  808	  7.0020	  1.4700	   2.621	 161.795
  809	  7.0060	  1.4720	   2.625	 161.995
  810	  7.0100	  1.4740	   2.628	 162.195
  811	  7.0140	  1.4780	   2.631	 162.395
  812	  7.0180	  1.4800	   2.634	 162.595
  813	  7.0200	  1.4820	   2.638	 162.795
  814	  7.0240	  1.4840	   2.640	 162.995
  815	  7.0280	  1.4860	   2.644	 163.195
  816	  7.0320	  1.4880	   2.648	 163.395
  817	  7.0360	  1.4900	   2.650	 163.595
  818	  7.0380	  1.4920	   2.654	 163.795
  819	  7.0420	  1.4960	   2.656	 163.995
  820	  7.0460	  1.4980	   2.660	 164.195
  821	  7.0480	  1.5000	   2.662	 164.395
  822	  7.0520	  1.5020	   2.665	 164.595
  823	  7.0560	  1.5040	   2.669	 164.795
  824	  7.0600	  1.5060	   2.671	 164.995
  825	  7.0640	  1.5080	   2.675	 165.195
  826	  7.0660	  1.5120	   2.679	 165.395
  827	  7.0700	  1.5140	   2.681	 165.595
  828	  7.0740	  1.5160	   2.685	 165.795
  829	  7.0780	  1.5180	   2.688	 165.995
  830	  7.0800	  1.5200	   2.691	 166.195
  831	  7.0840	  1.5220	   2.694	 166.395
  832	  7.0880	  1.5240	   2.697	 166.595
  833	  7.0920	  1.5280	   2.700	 166.795
  834	  7.0960	  1.5300	   2.704	 166.995
  835	  7.0980	  1.5320	   2.706	 167.195
  836	  7.1020	  1.5340	   2.710	 167.395
  837	  7.1060	  1.5360	   2.712	 167.595
  838	  7.1100	  1.5380	   2.716	 167.795
  839	  7.1140	  1.5400	   2.719	 167.995
  840	  7.1160	  1.5440	   2.722	 168.195
  841	  7.1200	  1.5460	   2.725	 168.395
  842	  7.1240	  1.5480	   2.729	 168.595
  843	  7.1260	  1.5500	   2.731	 168.795
  844	  7.1300	  1.5520	   2.735	 168.995
  845	  7.1340	  1.5540	   2.737	 169.195
  846	  7.1380	  1.5580	   2.741	 169.395
  847	  7.1420	  1.5600	   2.744	 169.595
  848	  7.1440	  1.5620	   2.747	 169.795
  849	  7.1480	  1.5640	   2.750	 169.995
  850	  7.1520	  1.5660	   2.754	 170.195
  851	  7.1540	  1.5680	   2.757	 170.395
  852	  7.1580	  1.5720	   2.760	 170.595
  853	  7.1600	  1.5740	   2.764	 170.795
  854	  7.1660	  1.5760	   2.766	 170.995
  855	  7.1680	  1.5780	   2.770	 171.195
  856	  7.1720	  1.5800	   2.773	 171.395
  857	  7.1740	  1.5820	   2.776	 171.595
  858	  7.1780	  1.5860	   2.779	 171.795
  859	  7.1820	  1.5880	   2.783	 171.995
  860	  7.1860	  1.5900	   2.785	 172.195
  861	  7.1900	  1.5920	   2.789	 172.395
  862	  7.1920	  1.5940	   2.791	 172.595
  863	  7.1960	  1.5960	   2.795	 172.795
  864	  7.1980	  1.5980	   2.797	 172.995
  865	  7.2020	  1.6020	   2.801	 173.195
  866	  7.2060	  1.6040	   2.804	 173.395
  867	  7.2080	  1.6060	   2.807	 173.595
  868	  7.2120	  1.6080	   2.811	 173.795
  869	  7.2160	  1.6100	   2.814	 173.995
  870	  7.2200	  1.6120	   2.817	 174.195
  871	  7.2220	  1.6140	   2.820	 174.395
  872	  7.2260	  1.6180	   2.824	 174.595
  873	  7.2280	  1.6200	   2.826	 174.795
  874	  7.2320	  1.6220	   2.830	 174.995
  875	  7.2340	  1.6240	   2.832	 175.195
  876	  7.2380	  1.6260	   2.836	 175.395
  877	  7.2420	  1.6300	   2.840	 175.595
  878	  7.2460	  1.6300	   2.842	 175.795
  879	  7.2500	  1.6340	   2.846	 175.995
  880	  7.2520	  1.6360	   2.849	 176.195
  881	  7.2560	  1.6380	   2.852	 176.395
  882	  7.2600	  1.6400	   2.855	 176.595
  883	  7.2600	  1.6420	   2.859	 176.795
  884	  7.2640	  1.6460	   2.861	 176.995
  885	  7.2680	  1.6480	   2.865	 177.195
  886	  7.2700	  1.6500	   2.867	 177.395
  887	  7.2740	  1.6520	   2.871	 177.595
  888	  7.2780	  1.6540	   2.875	 177.795
  889	  7.2820	  1.6560	   2.877	 177.995
  890	  7.2860	  1.6600	   2.881	 178.195
  891	  7.2880	  1.6620	   2.884	 178.395
  892	  7.2900	  1.6640	   2.888	 178.595
  893	  7.2940	  1.6660	   2.890	 178.795
  894	  7.2980	  1.6680	   2.894	 178.995
  895	  7.3000	  1.6700	   2.896	 179.195
  896	  7.3040	  1.6720	   2.900	 179.395
  897	  7.3080	  1.6760	   2.904	 179.595
  898	  7.3100	  1.6780	   2.906	 179.795
  899	  7.3140	  1.6800	   2.910	 179.995
  900	  7.3180	  1.6820	   2.914	 180.195
  901	  7.3200	  1.6840	   2.916	 180.395
  902	  7.3240	  1.6860	   2.920	 180.595
  903	  7.3280	  1.6900	   2.924	 180.795
  904	  7.3300	  1.6920	   2.926	 180.995
  905	  7.3340	  1.6940	   2.930	 181.195
  906	  7.3380	  1.6960	   2.934	 181.395
  907	  7.3400	  1.6980	   2.936	 181.595
  908	  7.3440	  1.7000	   2.940	 181.795
  909	  7.3460	  1.7040	   2.944	 181.995
  910	  7.3500	  1.7060	   2.946	 182.195
  911	  7.3540	  1.7080	   2.950	 182.395
  912	  7.3560	  1.7100	   2.954	 182.595
  913	  7.3600	  1.7120	   2.957	 182.795
  914	  7.3620	  1.7140	   2.960	 182.995
  915	  7.3660	  1.7160	   2.964	 183.195
  916	  7.3680	  1.7200	   2.967	 183.395
  917	  7.3720	  1.7220	   2.970	 183.595
  918	  7.3760	  1.7240	   2.974	 183.795
  919	  7.3780	  1.7260	   2.977	 183.995
  920	  7.3820	  1.7300	   2.980	 184.195
  921	  7.3860	  1.7320	   2.984	 184.395
  922	  7.3860	  1.7340	   2.987	 184.595
  923	  7.3900	  1.7360	   2.990	 184.795
  924	  7.3940	  1.7380	   2.994	 184.995
  925	  7.3980	  1.7400	   2.997	 185.195
  926	  7.4000	  1.7420	   3.000	 185.395
  927	  7.4020	  1.7440	   3.004	 185.595
  928	  7.4060	  1.7480	   3.007	 185.795
  929	  7.4100	  1.7500	   3.010	 185.995
  930	  7.4120	  1.7520	   3.014	 186.195
  931	  7.4140	  1.7540	   3.017	 186.395
  932	  7.4180	  1.7560	   3.021	 186.595
  933	  7.4200	  1.7580	   3.024	 186.795
  934	  7.4240	  1.7620	   3.027	 186.995
  935	  7.4260	  1.7640	   3.031	 187.195
  936	  7.4300	  1.7660	   3.034	 187.395
  937	  7.4340	  1.7680	   3.037	 187.595
  938	  7.4380	  1.7700	   3.041	 187.795
  939	  7.4400	  1.7720	   3.045	 187.995
  940	  7.4420	  1.7760	   3.047	 188.195
  941	  7.4480	  1.7780	   3.051	 188.395
  942	  7.4500	  1.7800	   3.055	 188.595
  943	  7.4520	  1.7820	   3.057	 188.795
  944	  7.4560	  1.7840	   3.061	 188.995
  945	  7.4580	  1.7860	   3.065	 189.195
  946	  7.4620	  1.7900	   3.067	 189.395
  947	  7.4640	  1.7920	   3.071	 189.595
  948	  7.4660	  1.7940	   3.075	 189.795
  949	  7.4700	  1.7960	   3.079	 189.995
  950	  7.4740	  1.7980	   3.081	 190.195
  951	  7.4780	  1.8020	   3.085	 190.395
  952	  7.4800	  1.8040	   3.089	 190.595
  953	  7.4820	  1.8060	   3.091	 190.795
  954	  7.4860	  1.8080	   3.095	 190.995
  955	  7.4880	  1.8100	   3.099	 191.195
  956	  7.4920	  1.8120	   3.102	 191.395
  957	  7.4940	  1.8140	   3.105	 191.595
  958	  7.4980	  1.8180	   3.109	 191.795
  959	  7.5020	  1.8200	   3.112	 191.995
  960	  7.5020	  1.8220	   3.115	 192.195
  961	  7.5060	  1.8240	   3.119	 192.395
  962	  7.5080	  1.8260	   3.122	 192.595
  963	  7.5120	  1.8280	   3.125	 192.795
  964	  7.5160	  1.8320	   3.129	 192.995
  965	  7.5180	  1.8340	   3.132	 193.195
  966	  7.5200	  1.8360	   3.136	 193.395
  967	  7.5240	  1.8380	   3.139	 193.595
  968	  7.5280	  1.8400	   3.142	 193.795
  969	  7.5300	  1.8420	   3.146	 193.995
  970	  7.5340	  1.8460	   3.150	 194.195
  971	  7.5360	  1.8480	   3.152	 194.395
  972	  7.5380	  1.8500	   3.156	 194.595
  973	  7.5420	  1.8520	   3.160	 194.795
  974	  7.5440	  1.8540	   3.162	 194.995
  975	  7.5480	  1.8560	   3.166	 195.195
  976	  7.5500	  1.8600	   3.170	 195.395
  977	  7.5540	  1.8620	   3.174	 195.595
  978	  7.5580	  1.8640	   3.176	 195.795
  979	  7.5600	  1.8660	   3.180	 195.995
  980	  7.5640	  1.8680	   3.184	 196.195
  981	  7.5660	  1.8700	   3.188	 196.395
  982	  7.5700	  1.8740	   3.190	 196.595
  983	  7.5740	  1.8760	   3.194	 196.795
  984	  7.5760	  1.8780	   3.197	 196.995
  985	  7.5780	  1.8800	   3.200	 197.195
  986	  7.5820	  1.8820	   3.204	 197.395
  987	  7.5840	  1.8840	   3.207	 197.595
  988	  7.5860	  1.8880	   3.210	 197.795
  989	  7.5900	  1.8900	   3.214	 197.995
  990	  7.5940	  1.8920	   3.217	 198.195
  991	  7.5960	  1.8940	   3.220	 198.395
  992	  7.5980	  1.8960	   3.224	 198.595
  993	  7.6000	  1.8980	   3.227	 198.795
  994	  7.6040	  1.9020	   3.231	 198.995
  995	  7.6080	  1.9040	   3.234	 199.195
  996	  7.6080	  1.9060	   3.237	 199.395
  997	  7.6120	  1.9080	   3.241	 199.595
  998	  7.6160	  1.9100	   3.244	 199.795
  999	  7.6180	  1.9140	   3.247	 199.995
 1000	  7.6220	  1.9160	   3.251	 200.195
 1001	  7.6240	  1.9180	   3.255	 200.395
 1002	  7.6260	  1.9200	   3.257	 200.595
 1003	  7.6320	  1.9220	   3.261	 200.795
 1004	  7.6320	  1.9260	   3.265	 200.995
 1005	  7.6360	  1.9280	   3.269	 201.195
 1006	  7.6400	  1.9300	   3.271	 201.395
 1007	  7.6420	  1.9320	   3.275	 201.595
 1008	  7.6440	  1.9340	   3.279	 201.795
 1009	  7.6480	  1.9360	   3.281	 201.995
 1010	  7.6500	  1.9400	   3.285	 202.195
 1011	  7.6540	  1.9420	   3.289	 202.395
 1012	  7.6560	  1.9440	   3.293	 202.595
 1013	  7.6600	  1.9460	   3.295	 202.795
 1014	  7.6620	  1.9500	   3.299	 202.995
 1015	  7.6660	  1.9520	   3.303	 203.195
 1016	  7.6680	  1.9540	   3.305	 203.395
 1017	  7.6700	  1.9560	   3.309	 203.595
 1018	  7.6720	  1.9580	   3.312	 203.795
 1019	  7.6760	  1.9620	   3.315	 203.995
 1020	  7.6780	  1.9640	   3.319	 204.195
 1021	  7.6800	  1.9660	   3.322	 204.395
 1022	  7.6840	  1.9680	   3.326	 204.595
 1023	  7.6880	  1.9700	   3.329	 204.795
 1024	  7.6900	  1.9720	   3.332	 204.995
 1025	  7.6920	  1.9740	   3.336	 205.195
 1026	  7.6960	  1.9780	   3.339	 205.395
 1027	  7.6980	  1.9800	   3.342	 205.595
 1028	  7.7000	  1.9820	   3.346	 205.795
 1029	  7.7040	  1.9840	   3.350	 205.995
 1030	  7.7060	  1.9880	   3.352	 206.195
 1031	  7.7100	  1.9900	   3.356	 206.395
 1032	  7.7120	  1.9920	   3.360	 206.595
 1033	  7.7160	  1.9940	   3.362	 206.795
 1034	  7.7200	  1.9960	   3.366	 206.995
 1035	  7.7220	  2.0000	   3.370	 207.195
 1036	  7.7240	  2.0020	   3.374	 207.395
 1037	  7.7260	  2.0040	   3.376	 207.595
 1038	  7.7300	  2.0060	   3.380	 207.795
 1039	  7.7320	  2.0080	   3.384	 207.995
 1040	  7.7360	  2.0120	   3.386	 208.195
 1041	  7.7380	  2.0140	   3.390	 208.395
 1042	  7.7420	  2.0160	   3.394	 208.595
 1043	  7.7440	  2.0180	   3.398	 208.795
 1044	  7.7460	  2.0200	   3.400	 208.995
 1045	  7.7500	  2.0240	   3.404	 209.195
